Node,PR
C0521939,5.79E-06
C0521941,7.97E-06
C0521942,0.000101453
C0521974,3.87E-05
C0521987,1.96E-05
C0521989,4.29E-05
C0521990,5.62E-06
C0521992,7.40E-06
C0522035,6.36E-06
C0522046,5.72E-06
C0522051,6.36E-06
C0522054,5.65E-06
C0522055,6.36E-06
C0522072,6.26E-06
C0522073,6.36E-06
C0522074,5.64E-06
C0522094,1.36E-05
C0522095,7.45E-06
C0522174,9.49E-06
C0522179,1.26E-05
C0522182,2.02E-05
C0522224,0.000100285
C0522250,5.90E-06
C0522254,6.87E-06
C0522274,5.51E-06
C0522281,5.85E-06
C0522310,5.64E-06
C0522351,5.90E-06
C0522359,8.07E-06
C0522372,6.36E-06
C0522373,6.14E-06
C0522374,5.45E-06
C0522379,5.59E-06
C0522424,7.98E-06
C0522467,7.03E-06
C0522476,1.46E-05
C0522506,5.59E-06
C0522534,5.38E-05
C0522562,7.74E-06
C0522564,1.02E-05
C0522566,7.80E-06
C0522567,3.37E-05
C0522568,7.86E-06
C0522569,5.81E-05
C0522570,9.40E-06
C0522621,5.90E-06
C0522622,6.28E-06
C0522624,9.06E-06
C0522637,8.65E-06
C0522642,1.50E-05
C0522644,9.58E-05
C0522649,5.93E-06
C0522728,7.67E-06
C0522769,5.85E-06
C0522772,7.69E-06
C0522775,6.38E-06
C0522776,2.69E-05
C0522794,9.52E-06
C0522860,5.82E-06
C0522864,5.67E-06
C0522872,5.39E-06
C0522986,5.62E-06
C0523207,1.59E-05
C0523241,5.81E-06
C0523376,5.90E-06
C0523404,1.14E-05
C0523452,5.48E-06
C0523459,1.21E-05
C0523465,6.02E-06
C0523503,9.76E-06
C0523520,5.52E-06
C0523689,5.65E-06
C0523806,2.48E-05
C0523807,4.25E-05
C0523888,8.42E-06
C0523957,6.65E-06
C0524167,5.97E-06
C0524238,6.27E-06
C0524326,5.53E-06
C0524337,3.97E-05
C0524338,3.20E-05
C0524343,7.47E-06
C0524360,7.85E-06
C0524414,5.92E-06
C0524425,1.73E-05
C0524448,5.80E-06
C0524461,1.70E-05
C0524466,8.23E-05
C0524468,2.48E-05
C0524469,2.48E-05
C0524491,5.65E-06
C0524496,6.50E-06
C0524514,6.86E-06
C0524515,2.13E-05
C0524516,1.51E-05
C0524519,5.47E-06
C0524521,1.22E-05
C0524523,2.03E-05
C0524525,5.64E-06
C0524528,6.12E-05
C0524541,5.78E-06
C0524545,1.00E-05
C0524550,1.05E-05
C0524553,1.31E-05
C0524597,3.90E-05
C0524598,6.36E-06
C0524609,7.14E-06
C0524620,7.76E-06
C0524635,2.64E-05
C0524637,9.69E-05
C0524645,4.63E-05
C0524646,5.40E-06
C0524647,2.56E-05
C0524654,9.31E-06
C0524662,1.22E-05
C0524676,5.83E-06
C0524688,1.22E-05
C0524689,2.00E-05
C0524692,5.48E-06
C0524702,3.94E-05
C0524717,6.31E-06
C0524722,1.98E-05
C0524724,5.81E-05
C0524753,1.46E-05
C0524755,5.66E-06
C0524800,5.85E-06
C0524811,7.64E-06
C0524815,1.03E-05
C0524816,0.000102421
C0524817,6.59E-06
C0524824,5.50E-06
C0524828,1.27E-05
C0524832,4.87E-05
C0524850,6.64E-05
C0524851,0.000188014
C0524852,1.60E-05
C0524861,1.17E-05
C0524862,5.64E-06
C0524865,0.000371073
C0524869,9.11E-06
C0524886,8.12E-06
C0524891,8.32E-06
C0524903,7.03E-06
C0524909,7.11E-05
C0524910,4.22E-05
C0524913,5.70E-06
C0524914,5.42E-05
C0524922,6.12E-06
C0524930,5.86E-06
C0524938,5.86E-06
C0524947,1.02E-05
C0524949,7.03E-06
C0524959,2.48E-05
C0524965,5.87E-06
C0524966,1.89E-05
C0524977,7.97E-06
C0524979,1.54E-05
C0524983,7.44E-06
C0524984,5.66E-05
C0524992,6.56E-06
C0525005,3.73E-05
C0525006,7.11E-06
C0525009,1.91E-05
C0525011,1.04E-05
C0525026,1.02E-05
C0525032,1.32E-05
C0525033,5.26E-05
C0525037,4.20E-05
C0525038,8.76E-05
C0525039,5.66E-06
C0525045,4.89E-05
C0525049,5.71E-06
C0525058,8.28E-06
C0525064,7.63E-06
C0525069,5.48E-06
C0525079,7.94E-06
C0525145,5.76E-06
C0525216,8.20E-06
C0525278,5.61E-06
C0525503,7.03E-06
C0525614,6.16E-06
C0525678,7.83E-05
C0525840,7.70E-06
C0526226,9.68E-06
C0526319,1.08E-05
C0526870,1.11E-05
C0526889,5.99E-06
C0526951,2.48E-05
C0526953,5.55E-06
C0526999,7.75E-06
C0527316,1.40E-05
C0527379,8.62E-06
C0527443,1.47E-05
C0527555,1.22E-05
C0527709,2.48E-05
C0527721,9.18E-06
C0527994,5.48E-06
C0528008,5.65E-06
C0528206,5.87E-06
C0528412,5.65E-06
C0528480,1.30E-05
C0528561,1.25E-05
C0528585,1.32E-05
C0528649,1.74E-05
C0529085,1.22E-05
C0529099,9.71E-06
C0529196,4.62E-05
C0529330,2.92E-05
C0529793,2.62E-05
C0530079,8.13E-06
C0530129,3.20E-05
C0530937,5.48E-06
C0530979,1.07E-05
C0531002,8.99E-06
C0531004,1.18E-05
C0531254,5.48E-06
C0531296,2.48E-05
C0531372,9.67E-06
C0532128,5.71E-06
C0532481,5.67E-06
C0533596,5.80E-06
C0533668,2.13E-05
C0533999,1.11E-05
C0534010,5.55E-06
C0534100,5.57E-06
C0534191,6.18E-06
C0534519,6.08E-05
C0534522,5.56E-06
C0534578,1.57E-05
C0534628,1.23E-05
C0534759,5.62E-06
C0535298,1.06E-05
C0535350,2.72E-05
C0535847,1.20E-05
C0535872,7.45E-06
C0536128,5.53E-06
C0536217,1.43E-05
C0536221,1.13E-05
C0536495,2.97E-05
C0536566,5.65E-06
C0536670,9.77E-06
C0537026,5.72E-06
C0537041,6.40E-06
C0537086,1.09E-05
C0537111,1.28E-05
C0537224,5.50E-06
C0537408,1.79E-05
C0537423,1.01E-05
C0537425,5.87E-06
C0537439,9.09E-06
C0537740,5.76E-06
C0537774,8.07E-06
C0537784,7.74E-06
C0537894,2.10E-05
C0537969,1.17E-05
C0537987,3.54E-05
C0538075,5.78E-06
C0538091,1.18E-05
C0538161,1.22E-05
C0538238,1.22E-05
C0538283,8.15E-06
C0538674,6.05E-05
C0538727,5.91E-06
C0538747,7.43E-06
C0538927,3.76E-05
C0539266,3.06E-05
C0539267,9.09E-06
C0539568,1.01E-05
C0539599,5.90E-06
C0539636,7.50E-06
C0539692,5.76E-06
C0539751,5.55E-06
C0539788,1.32E-05
C0539791,5.50E-06
C0540128,8.43E-06
C0540193,1.59E-05
C0540301,2.48E-05
C0540309,1.05E-05
C0540333,5.47E-06
C0540463,1.04E-05
C0540511,3.09E-05
C0540694,8.31E-06
C0541155,1.76E-05
C0541270,5.76E-06
C0541315,4.75E-05
C0541403,5.53E-06
C0541491,5.67E-06
C0541605,6.64E-06
C0541629,1.37E-05
C0541642,1.49E-05
C0541653,3.55E-05
C0541661,5.54E-06
C0541746,6.36E-06
C0541749,2.26E-05
C0541754,6.08E-06
C0541782,1.00E-05
C0541794,1.64E-05
C0541828,5.48E-06
C0541840,6.19E-06
C0541875,6.04E-06
C0541889,1.37E-05
C0541896,8.00E-06
C0541911,5.69E-06
C0541912,6.36E-06
C0541989,5.85E-06
C0541990,1.23E-05
C0542042,1.16E-05
C0542115,5.78E-06
C0542127,9.33E-06
C0542142,1.47E-05
C0542147,5.80E-06
C0542211,5.74E-06
C0542270,5.83E-06
C0542276,1.90E-05
C0542299,3.83E-05
C0542304,9.48E-06
C0542330,1.07E-05
C0542339,7.76E-06
C0542379,2.23E-05
C0542415,5.66E-06
C0542476,5.48E-06
C0542478,7.67E-06
C0542479,5.87E-06
C0542518,7.61E-06
C0542536,5.40E-06
C0542557,6.58E-06
C0542559,9.43E-05
C0542565,1.38E-05
C0542571,1.04E-05
C0543414,2.25E-05
C0543419,0.000173634
C0543456,5.56E-06
C0543467,0.000978179
C0543468,1.61E-05
C0543472,1.71E-05
C0543478,4.45E-05
C0543482,5.92E-06
C0543488,0.00013416
C0543507,7.58E-06
C0543638,5.48E-06
C0543663,5.75E-06
C0543695,9.53E-06
C0543697,7.55E-06
C0543698,7.76E-06
C0543793,5.76E-06
C0543822,9.91E-06
C0543829,1.20E-05
C0544076,8.01E-06
C0544077,8.73E-06
C0544178,5.62E-06
C0544179,1.62E-05
C0544193,1.85E-05
C0544213,5.54E-06
C0544237,5.40E-06
C0544239,9.59E-06
C0544357,7.71E-05
C0544420,1.16E-05
C0544452,2.83E-05
C0544462,5.43E-06
C0544464,1.15E-05
C0544483,9.44E-06
C0544570,2.06E-05
C0544610,7.71E-06
C0544611,5.51E-06
C0544667,5.53E-06
C0544683,3.62E-05
C0544688,2.66E-05
C0544701,7.94E-06
C0544711,1.86E-05
C0544724,8.28E-06
C0544726,1.88E-05
C0544779,5.72E-06
C0544791,8.39E-06
C0544794,1.58E-05
C0544885,1.20E-05
C0544886,7.83E-06
C0544910,2.33E-05
C0544919,5.68E-06
C0544925,5.39E-06
C0544934,9.62E-06
C0544951,6.25E-06
C0544961,5.85E-06
C0544966,5.61E-06
C0545082,1.27E-05
C0545084,3.28E-05
C0545092,9.83E-06
C0545208,7.32E-06
C0545321,5.44E-06
C0545322,7.48E-06
C0545447,2.22E-05
C0545509,1.30E-05
C0545594,7.56E-06
C0545595,5.81E-06
C0545674,9.52E-06
C0545675,2.13E-05
C0545697,6.36E-06
C0545728,1.17E-05
C0545733,3.33E-05
C0545743,9.77E-06
C0545747,4.09E-05
C0545748,5.96E-06
C0545765,2.88E-05
C0545792,5.49E-06
C0545811,5.62E-06
C0545827,1.45E-05
C0545828,6.08E-06
C0545841,7.81E-06
C0545849,5.78E-06
C0545876,9.72E-06
C0545890,8.09E-06
C0545892,5.78E-06
C0545898,5.74E-06
C0545998,6.72E-06
C0546019,7.91E-06
C0546333,1.86E-05
C0546334,7.49E-06
C0546343,5.88E-06
C0546483,1.21E-05
C0546515,7.42E-06
C0546522,6.43E-06
C0546535,1.63E-05
C0546551,9.36E-06
C0546556,5.81E-06
C0546557,2.48E-05
C0546574,5.64E-06
C0546783,1.20E-05
C0546788,2.34E-05
C0546796,5.78E-06
C0546816,7.26E-05
C0546817,4.69E-05
C0546824,7.99E-06
C0546837,5.85E-06
C0546857,5.54E-06
C0546884,1.66E-05
C0546959,1.11E-05
C0546983,7.38E-06
C0546994,8.94E-06
C0547002,6.36E-06
C0547044,6.72E-06
C0547070,0.000325109
C0548441,7.50E-06
C0548471,1.67E-05
C0548923,6.36E-06
C0549075,5.59E-06
C0549099,2.85E-05
C0549106,1.51E-05
C0549113,8.73E-06
C0549124,8.32E-06
C0549164,5.57E-06
C0549177,5.91E-06
C0549179,6.20E-06
C0549181,1.37E-05
C0549183,1.57E-05
C0549206,9.99E-06
C0549207,7.79E-05
C0549217,6.07E-06
C0549225,1.30E-05
C0549249,6.36E-06
C0549262,1.04E-05
C0549289,9.05E-06
C0549297,8.51E-06
C0549314,7.54E-06
C0549357,1.68E-05
C0549379,1.34E-05
C0549383,5.55E-06
C0549393,9.91E-06
C0549400,8.10E-06
C0549401,1.31E-05
C0549405,7.93E-06
C0549410,6.57E-06
C0549411,7.73E-06
C0549421,1.84E-05
C0549423,6.36E-06
C0549433,5.68E-06
C0549448,7.12E-06
C0549453,5.62E-06
C0549471,7.87E-06
C0549473,1.29E-05
C0549493,1.95E-05
C0549517,6.36E-06
C0549536,6.36E-06
C0549562,6.42E-06
C0549582,6.16E-06
C0549622,3.63E-05
C0549646,5.46E-06
C0549649,4.19E-05
C0549652,9.97E-06
C0552337,2.40E-05
C0552506,8.33E-06
C0552510,8.49E-06
C0552579,5.55E-06
C0552601,1.21E-05
C0552639,2.45E-05
C0552953,8.30E-06
C0553175,7.03E-06
C0553257,0.000136216
C0553508,5.79E-06
C0553534,2.58E-05
C0553544,2.18E-05
C0553561,5.91E-06
C0553572,7.77E-06
C0553573,5.68E-06
C0553576,2.19E-05
C0553580,7.84E-06
C0553618,2.58E-05
C0553668,6.62E-06
C0553669,8.13E-06
C0553681,1.33E-05
C0553686,8.70E-06
C0553692,2.48E-05
C0553695,8.74E-06
C0553697,1.71E-05
C0553701,1.72E-05
C0553704,6.36E-06
C0553718,5.64E-06
C0553720,8.06E-06
C0553723,1.07E-05
C0553726,7.72E-06
C0553741,3.65E-05
C0553757,2.15E-05
C0553794,6.36E-06
C0553891,1.99E-05
C0554011,5.64E-06
C0554063,5.87E-06
C0554100,1.08E-05
C0554101,2.40E-05
C0554114,1.17E-05
C0554139,2.12E-05
C0554204,7.21E-06
C0554210,8.64E-06
C0554244,4.80E-05
C0554325,2.84E-05
C0554756,7.79E-06
C0554804,5.42E-05
C0554818,5.64E-06
C0554876,1.18E-05
C0555120,5.40E-06
C0555198,2.52E-05
C0555895,5.61E-06
C0555907,1.87E-05
C0555961,5.65E-06
C0555968,6.22E-06
C0555970,5.58E-06
C0555971,1.91E-05
C0555973,6.36E-06
C0555980,8.98E-06
C0556025,8.91E-06
C0556028,9.22E-06
C0556030,1.27E-05
C0556043,5.82E-06
C0556082,1.20E-05
C0556100,1.39E-05
C0556101,5.70E-06
C0556112,7.75E-06
C0556113,2.04E-05
C0556150,9.07E-06
C0556152,1.04E-05
C0556154,1.48E-05
C0556174,5.58E-06
C0556201,9.38E-06
C0556278,1.16E-05
C0556284,8.11E-06
C0556303,9.12E-06
C0556338,1.16E-05
C0556346,7.53E-06
C0556453,1.76E-05
C0556455,5.51E-06
C0556501,9.57E-06
C0556505,5.46E-06
C0556507,6.16E-06
C0556508,7.45E-06
C0556567,5.56E-06
C0556570,5.50E-06
C0556608,6.36E-06
C0556615,6.36E-06
C0556834,1.76E-05
C0556837,6.98E-06
C0556959,5.73E-06
C0556991,5.80E-06
C0556993,1.66E-05
C0557002,5.73E-06
C0557034,5.86E-06
C0557035,1.04E-05
C0557037,1.20E-05
C0557047,5.94E-06
C0557061,4.47E-05
C0557090,5.76E-06
C0557147,1.21E-05
C0557155,8.43E-06
C0557159,5.85E-06
C0557161,5.85E-06
C0557163,1.37E-05
C0557165,9.64E-06
C0557167,9.87E-06
C0557168,8.85E-06
C0557182,5.68E-06
C0557270,5.46E-06
C0557392,1.39E-05
C0557451,5.53E-06
C0557514,8.17E-06
C0557515,5.55E-06
C0557526,7.56E-06
C0557529,6.30E-06
C0557545,5.47E-06
C0557555,2.29E-05
C0557573,5.41E-06
C0557668,7.66E-06
C0557722,1.31E-05
C0557759,5.73E-06
C0557800,1.57E-05
C0557806,9.04E-06
C0557807,5.97E-06
C0557810,6.20E-06
C0557812,7.78E-06
C0557813,6.10E-06
C0557834,5.73E-06
C0557847,6.12E-06
C0557850,8.39E-06
C0557854,0.000129193
C0557869,5.56E-06
C0557874,5.70E-06
C0557899,7.26E-06
C0557904,1.13E-05
C0557980,1.78E-05
C0557982,5.64E-06
C0557988,1.33E-05
C0558005,9.30E-06
C0558010,6.01E-06
C0558024,6.13E-05
C0558029,5.49E-06
C0558033,7.50E-06
C0558038,7.45E-06
C0558039,9.49E-06
C0558050,5.73E-06
C0558058,4.32E-05
C0558072,6.36E-06
C0558078,8.54E-06
C0558080,8.12E-06
C0558083,8.29E-06
C0558089,9.27E-06
C0558118,9.48E-06
C0558132,5.82E-06
C0558138,5.85E-06
C0558141,2.31E-05
C0558187,1.74E-05
C0558193,6.36E-06
C0558195,8.05E-06
C0558208,7.32E-06
C0558261,1.36E-05
C0558265,5.59E-06
C0558269,5.64E-06
C0558272,5.64E-06
C0558347,3.14E-05
C0558348,1.44E-05
C0558349,7.66E-06
C0558353,1.69E-05
C0558362,6.36E-06
C0558380,2.60E-05
C0558429,3.22E-05
C0558478,5.39E-06
C0558528,7.91E-06
C0558600,6.20E-06
C0558820,9.89E-06
C0558845,6.13E-06
C0558916,9.19E-06
C0558979,1.07E-05
C0559031,8.28E-06
C0559189,5.89E-06
C0559197,5.82E-06
C0559285,1.35E-05
C0559294,1.45E-05
C0559305,5.58E-06
C0559312,2.26E-05
C0559395,7.45E-06
C0559459,5.60E-06
C0559460,6.36E-06
C0559465,9.79E-06
C0559469,5.69E-06
C0559473,5.69E-06
C0559477,2.68E-05
C0559483,1.39E-05
C0559546,9.51E-05
C0559650,5.74E-06
C0559680,8.79E-06
C0559702,8.92E-06
C0559750,5.64E-06
C0559751,5.89E-06
C0559758,2.09E-05
C0559873,7.86E-06
C0559875,6.55E-06
C0559876,8.61E-06
C0559892,7.22E-06
C0559953,1.74E-05
C0559963,1.08E-05
C0559964,5.48E-06
C0560046,8.11E-06
C0560150,6.20E-06
C0560169,1.02E-05
C0560175,2.41E-05
C0560219,1.11E-05
C0560435,7.35E-06
C0560453,5.47E-06
C0560560,7.73E-05
C0560563,1.75E-05
C0560564,9.73E-06
C0560570,7.77E-06
C0560614,5.98E-06
C0560617,4.72E-05
C0560636,6.16E-06
C0560738,8.79E-06
C0561416,6.05E-06
C0561596,6.36E-06
C0561782,5.76E-06
C0561818,6.33E-06
C0561841,5.68E-06
C0561873,6.37E-06
C0561877,1.25E-05
C0561921,5.70E-06
C0561929,1.37E-05
C0561946,1.74E-05
C0562230,5.74E-06
C0562238,5.61E-06
C0562319,5.79E-06
C0562342,5.09E-05
C0562346,5.68E-06
C0562359,1.59E-05
C0562443,9.41E-06
C0562444,5.85E-06
C0562483,1.69E-05
C0562508,0.000101068
C0562577,1.15E-05
C0562630,7.68E-06
C0562633,5.70E-06
C0562634,7.14E-06
C0562648,1.08E-05
C0562676,6.28E-06
C0562690,5.19E-05
C0562691,1.30E-05
C0562693,5.67E-06
C0562734,7.68E-06
C0563004,5.70E-06
C0563143,5.74E-06
C0563192,8.36E-06
C0563199,2.73E-05
C0563211,1.10E-05
C0563249,1.91E-05
C0563275,5.75E-06
C0563276,7.49E-06
C0563306,5.98E-06
C0563322,1.38E-05
C0563471,1.16E-05
C0563533,6.24E-06
C0563538,5.71E-06
C0563576,6.90E-06
C0563621,6.36E-06
C0564221,5.75E-06
C0564439,1.22E-05
C0564444,3.47E-05
C0564448,7.63E-06
C0564461,5.85E-06
C0564463,1.07E-05
C0564470,9.52E-06
C0564474,6.06E-05
C0564626,2.45E-05
C0564755,6.36E-06
C0564778,7.81E-06
C0564863,1.38E-05
C0564989,7.78E-06
C0565179,8.70E-06
C0565195,8.19E-06
C0565313,1.25E-05
C0565342,5.58E-06
C0565375,6.36E-06
C0565434,2.22E-05
C0565460,7.51E-06
C0565514,1.44E-05
C0565653,7.40E-06
C0565676,6.13E-06
C0565699,1.21E-05
C0565867,1.30E-05
C0565899,6.36E-06
C0565967,5.64E-06
C0565990,9.35E-05
C0565998,5.85E-06
C0566001,7.23E-06
C0566217,5.49E-06
C0566229,5.85E-06
C0566602,5.90E-06
C0566701,7.31E-06
C0566948,5.51E-06
C0567261,6.36E-06
C0567367,5.70E-06
C0567400,1.82E-05
C0567415,4.18E-05
C0567416,1.59E-05
C0567459,8.23E-06
C0567465,5.82E-06
C0567474,6.36E-06
C0567498,5.46E-06
C0568180,6.09E-06
C0570537,6.41E-06
C0571344,7.70E-06
C0572025,5.67E-06
C0572112,5.92E-06
C0573204,7.44E-06
C0573229,5.49E-06
C0573976,5.65E-06
C0574006,7.00E-06
C0574018,5.92E-06
C0574027,1.06E-05
C0574032,8.72E-05
C0574037,8.70E-06
C0574066,5.60E-06
C0574135,5.49E-06
C0574143,1.27E-05
C0574765,5.85E-06
C0574785,2.48E-05
C0574842,5.62E-06
C0574941,5.85E-06
C0574960,5.48E-06
C0575081,8.14E-06
C0575090,2.15E-05
C0575157,2.12E-05
C0575164,1.20E-05
C0575519,5.45E-06
C0575624,1.80E-05
C0575784,6.80E-06
C0576471,1.14E-05
C0576488,9.55E-06
C0576489,2.48E-05
C0576736,5.72E-06
C0576773,5.67E-06
C0576778,6.36E-06
C0576791,5.64E-06
C0576808,9.64E-06
C0576962,1.22E-05
C0576974,5.62E-06
C0577007,5.74E-06
C0577015,5.60E-06
C0577053,7.43E-06
C0577059,2.75E-05
C0577123,6.36E-06
C0577200,7.55E-06
C0577215,6.36E-06
C0577264,5.93E-06
C0577304,1.66E-05
C0577305,2.89E-05
C0577535,5.51E-06
C0577559,1.23E-05
C0577631,9.75E-06
C0577692,5.70E-06
C0577706,5.90E-06
C0577725,1.75E-05
C0577749,0.00015302
C0577761,6.58E-06
C0577782,8.26E-06
C0577783,1.39E-05
C0577785,8.52E-06
C0577812,5.60E-06
C0577866,6.85E-06
C0577914,3.55E-05
C0577974,1.07E-05
C0577990,5.80E-06
C0577992,6.36E-06
C0578022,6.83E-05
C0578122,5.69E-06
C0578150,1.83E-05
C0578159,7.22E-06
C0578264,5.71E-06
C0578399,5.93E-06
C0578437,5.93E-06
C0578477,8.60E-06
C0578491,1.12E-05
C0578520,6.91E-06
C0578537,8.11E-06
C0578575,3.94E-05
C0578671,9.22E-06
C0578735,8.23E-06
C0578736,1.03E-05
C0578757,1.37E-05
C0578818,5.56E-06
C0578823,5.49E-06
C0578853,5.68E-06
C0578862,6.74E-06
C0578870,7.68E-06
C0578884,5.52E-06
C0578996,5.91E-06
C0579008,5.56E-06
C0579062,5.76E-06
C0579118,5.60E-06
C0579132,2.80E-05
C0579133,5.91E-06
C0579142,8.15E-06
C0579190,5.73E-06
C0579192,1.10E-05
C0579220,6.22E-06
C0579233,1.68E-05
C0580001,6.36E-06
C0580173,1.30E-05
C0580174,1.05E-05
C0580214,7.68E-06
C0580220,6.08E-06
C0580247,1.51E-05
C0580327,8.96E-05
C0580351,5.34E-06
C0580493,1.02E-05
C0580545,7.89E-06
C0580663,7.22E-06
C0580690,6.36E-06
C0580703,1.08E-05
C0580762,5.47E-06
C0580781,5.64E-06
C0580794,9.55E-06
C0580797,4.07E-05
C0580841,5.75E-06
C0580846,9.99E-06
C0580863,7.85E-06
C0580948,5.85E-06
C0581046,5.59E-06
C0581122,1.11E-05
C0581124,1.31E-05
C0581125,6.36E-06
C0581126,3.41E-05
C0581296,1.13E-05
C0581354,5.49E-06
C0581359,1.11E-05
C0581381,1.30E-05
C0581384,5.69E-06
C0581394,1.03E-05
C0581396,5.84E-06
C0581400,5.45E-06
C0581447,2.11E-05
C0581528,9.66E-06
C0581544,5.75E-06
C0581560,5.83E-06
C0581566,6.36E-06
C0581601,3.48E-05
C0581602,5.19E-05
C0581620,7.79E-06
C0581621,8.34E-06
C0581631,5.90E-06
C0581647,5.63E-06
C0581705,6.12E-06
C0581709,6.25E-06
C0581714,7.94E-06
C0581755,6.26E-06
C0581758,1.47E-05
C0581779,5.70E-06
C0581833,2.02E-05
C0581834,8.35E-06
C0581839,5.45E-06
C0582072,5.56E-06
C0582103,0.000107075
C0582118,9.89E-06
C0582124,6.36E-06
C0582147,2.66E-05
C0582148,3.69E-05
C0582154,1.03E-05
C0582175,0.000392435
C0582205,4.79E-05
C0582240,7.53E-06
C0582263,0.000311198
C0582396,5.99E-06
C0582415,2.89E-05
C0582471,6.10E-06
C0582584,6.35E-06
C0582587,7.33E-06
C0582749,5.50E-06
C0582757,5.68E-06
C0582758,5.68E-06
C0582778,8.98E-06
C0582779,8.18E-06
C0582802,1.62E-05
C0583005,7.53E-06
C0583237,1.45E-05
C0583513,5.64E-06
C0584552,6.38E-06
C0584564,5.66E-06
C0584640,5.86E-06
C0584877,3.30E-05
C0584895,5.75E-06
C0585012,1.15E-05
C0585058,6.36E-06
C0585059,1.25E-05
C0585085,6.36E-06
C0585092,6.46E-06
C0585103,8.01E-06
C0585104,5.58E-06
C0585108,5.74E-06
C0585129,6.36E-06
C0585136,8.23E-06
C0585165,5.45E-06
C0585173,5.64E-06
C0585175,5.85E-06
C0585179,1.06E-05
C0585186,8.33E-06
C0585213,5.48E-06
C0585229,6.36E-06
C0585265,8.49E-06
C0585267,5.97E-06
C0585351,6.36E-06
C0585362,1.64E-05
C0585418,5.70E-06
C0585458,1.25E-05
C0585462,1.25E-05
C0585464,2.10E-05
C0585479,1.60E-05
C0585537,1.56E-05
C0585630,7.63E-06
C0585632,6.10E-06
C0585642,5.82E-06
C0585941,1.56E-05
C0585943,6.36E-06
C0585945,5.73E-06
C0585953,5.74E-06
C0586082,1.50E-05
C0586139,6.36E-06
C0586144,2.48E-05
C0586328,1.12E-05
C0586354,1.03E-05
C0586406,7.42E-06
C0586407,1.22E-05
C0586514,5.74E-06
C0586519,1.15E-05
C0586521,7.57E-06
C0586526,7.47E-06
C0586537,5.68E-06
C0586544,1.04E-05
C0586553,5.85E-06
C0586557,8.49E-06
C0586562,7.02E-06
C0586596,1.38E-05
C0586611,5.55E-06
C0586651,9.28E-06
C0586688,1.15E-05
C0586689,5.64E-06
C0586702,5.71E-06
C0586704,6.36E-06
C0586742,5.56E-06
C0586746,7.83E-06
C0586763,1.42E-05
C0586787,5.66E-06
C0586803,9.91E-06
C0586827,5.66E-06
C0586847,5.68E-06
C0586850,6.36E-06
C0586855,5.54E-06
C0586857,5.41E-06
C0586859,2.04E-05
C0586863,8.26E-06
C0586866,5.71E-06
C0586872,7.26E-06
C0586873,1.65E-05
C0586874,5.47E-06
C0586876,5.85E-06
C0586879,6.36E-06
C0586880,5.41E-06
C0586884,7.69E-06
C0586889,1.41E-05
C0586894,5.41E-06
C0586896,6.03E-06
C0586898,7.82E-06
C0586902,7.56E-06
C0586903,5.73E-06
C0586905,5.59E-06
C0586906,5.61E-06
C0586908,7.26E-06
C0586909,1.42E-05
C0586911,5.45E-06
C0586917,1.13E-05
C0586997,5.60E-06
C0587038,1.03E-05
C0587043,9.52E-06
C0587044,1.43E-05
C0587051,6.17E-06
C0587059,7.21E-06
C0587081,1.86E-05
C0587175,9.58E-06
C0587184,9.95E-06
C0587240,7.98E-06
C0587273,9.12E-06
C0587279,9.93E-06
C0587437,0.000122999
C0587438,1.06E-05
C0587444,1.60E-05
C0587445,1.23E-05
C0587446,6.00E-06
C0587449,5.92E-06
C0587450,2.04E-05
C0587453,8.41E-06
C0587461,6.62E-06
C0587464,8.92E-06
C0587472,1.21E-05
C0587474,5.86E-06
C0587475,5.97E-06
C0587476,1.41E-05
C0587479,8.11E-06
C0587481,1.07E-05
C0587482,1.97E-05
C0587487,8.84E-06
C0587500,1.75E-05
C0587501,6.25E-06
C0587502,1.07E-05
C0587503,2.37E-05
C0587507,5.93E-06
C0587510,6.20E-06
C0587514,9.75E-06
C0587516,9.92E-06
C0587520,9.10E-06
C0587523,8.87E-06
C0587524,1.18E-05
C0587559,6.62E-06
C0587569,2.86E-05
C0587590,6.62E-06
C0587596,5.69E-06
C0587597,9.41E-06
C0587599,5.48E-06
C0587605,6.36E-06
C0587607,1.36E-05
C0587629,9.53E-06
C0587654,5.91E-06
C0587660,2.06E-05
C0587668,5.47E-06
C0587671,6.62E-06
C0587688,6.20E-06
C0587690,5.97E-06
C0587719,5.54E-06
C0587723,7.73E-06
C0587725,6.20E-06
C0587727,4.16E-05
C0587732,9.66E-06
C0587766,5.80E-06
C0587901,6.00E-06
C0587906,6.10E-06
C0587907,7.64E-06
C0588006,9.93E-06
C0588007,1.24E-05
C0588008,1.33E-05
C0588012,1.39E-05
C0588053,1.09E-05
C0588054,2.51E-05
C0588055,2.54E-05
C0588057,9.37E-06
C0588058,5.70E-06
C0588131,8.83E-06
C0588193,5.92E-06
C0588388,7.36E-06
C0588410,8.53E-06
C0588446,1.00E-05
C0588464,1.05E-05
C0588974,6.02E-06
C0589023,5.73E-06
C0589031,2.48E-05
C0589088,9.47E-06
C0589098,9.98E-06
C0589101,5.68E-06
C0589102,5.50E-06
C0589109,8.18E-06
C0589110,1.15E-05
C0589113,7.09E-06
C0589121,3.28E-05
C0589124,8.61E-06
C0589138,5.56E-06
C0589339,6.12E-06
C0589347,6.36E-06
C0589416,7.69E-06
C0589491,5.47E-06
